CLIENTE;ENTREGA;FECHA;GESTIONES; PAGOS ; HONORARIOS TOTALES ;COSTO CAMPAÑA;RESULTADO GENERAL; PAGO 1 ; HONORARIOS X ACTIVACION ;RESULTADO POR ACTIVACION; CONVENIO ; HONORARIOS X PLAN ;COSTO GESTION;;
CREDITIA;CTIA-044AWDC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCB;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCB;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCB;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWDCC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWE;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWE;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWE;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWE;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044AWE;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044B;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044B;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044B;01/04/2022;4; $ 30.884,00 ; $ 8.647,52 ; $ 400,00 ; $ 8.247,52 ; $ 30.884,00 ; $ 8.647,52 ; $ 8.247,52 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044B;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044B;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044C;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044C;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044C;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044C;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044C;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DCB;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DCB;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DCB;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DCB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-044DCB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AW;01/02/2022;25; $ 91.754,80 ; $ 25.691,34 ; $ 2.500,00 ; $ 23.191,34 ; $ 20.000,00 ; $ 5.600,00 ; $ 3.100,00 ; $ 71.754,80 ; $ 20.091,34 ; $ 100,00 ;;
CREDITIA;CTIA-045AW;01/03/2022;27; $ 56.349,80 ; $ 15.777,94 ; $ 2.700,00 ; $ 13.077,94 ; $ -   ; $ -   ; $ -2.700,00 ; $ 56.349,80 ; $ 15.777,94 ; $ 100,00 ;;
CREDITIA;CTIA-045AW;01/04/2022;43; $ 65.254,80 ; $ 18.271,34 ; $ 4.300,00 ; $ 13.971,34 ; $ -   ; $ -   ; $ -4.300,00 ; $ 65.254,80 ; $ 18.271,34 ; $ 100,00 ;;
CREDITIA;CTIA-045AW;01/05/2022;20; $ 70.734,80 ; $ 19.805,74 ; $ 2.000,00 ; $ 17.805,74 ; $ 22.000,00 ; $ 6.160,00 ; $ 4.160,00 ; $ 48.734,80 ; $ 13.645,74 ; $ 100,00 ;;
CREDITIA;CTIA-045AW;01/06/2022;13; $ 48.734,80 ; $ 13.645,74 ; $ 1.300,00 ; $ 12.345,74 ; $ -   ; $ -   ; $ -1.300,00 ; $ 48.734,80 ; $ 13.645,74 ; $ 100,00 ;;
CREDITIA;CTIA-045AWB;01/02/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWB;01/03/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWB;01/04/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWD;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWD;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWD;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWD;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWD;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCB;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCB;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCB;01/04/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045AWDCC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045B;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045B;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045B;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045B;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045B;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045C;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045C;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045C;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045C;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045C;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DCB;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DCB;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DCB;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DCB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-045DCB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AW;01/02/2022;16; $ 41.333,00 ; $ 11.573,24 ; $ 1.600,00 ; $ 9.973,24 ; $ 11.000,00 ; $ 3.080,00 ; $ 1.480,00 ; $ 30.333,00 ; $ 8.493,24 ; $ 100,00 ;;
CREDITIA;CTIA-046AW;01/03/2022;44; $ 9.000,00 ; $ 2.520,00 ; $ 4.400,00 ; $ -1.880,00 ; $ -   ; $ -   ; $ -4.400,00 ; $ 9.000,00 ; $ 2.520,00 ; $ 100,00 ;;
CREDITIA;CTIA-046AW;01/04/2022;57; $ 7.500,00 ; $ 2.100,00 ; $ 5.700,00 ; $ -3.600,00 ; $ 2.000,00 ; $ 560,00 ; $ -5.140,00 ; $ 5.500,00 ; $ 1.540,00 ; $ 100,00 ;;
CREDITIA;CTIA-046AW;01/05/2022;8; $ 5.500,00 ; $ 1.540,00 ; $ 800,00 ; $ 740,00 ; $ -   ; $ -   ; $ -800,00 ; $ 5.500,00 ; $ 1.540,00 ; $ 100,00 ;;
CREDITIA;CTIA-046AW;01/06/2022;12; $ 5.500,00 ; $ 1.540,00 ; $ 1.200,00 ; $ 340,00 ; $ -   ; $ -   ; $ -1.200,00 ; $ 5.500,00 ; $ 1.540,00 ; $ 100,00 ;;
CREDITIA;CTIA-046AWB;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWB;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWB;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWDC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWDC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWDC;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-046AWDC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047;01/02/2022;8; $ 24.350,00 ; $ 6.818,00 ; $ 800,00 ; $ 6.018,00 ; $ -   ; $ -   ; $ -800,00 ; $ 24.350,00 ; $ 6.818,00 ; $ 100,00 ;;
CREDITIA;CTIA-047;01/03/2022;24; $ 25.904,00 ; $ 7.253,12 ; $ 2.400,00 ; $ 4.853,12 ; $ 25.904,00 ; $ 7.253,12 ; $ 4.853,12 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047;01/04/2022;21; $ 7.504,00 ; $ 2.101,12 ; $ 2.100,00 ; $ 1,12 ; $ -   ; $ -   ; $ -2.100,00 ; $ 7.504,00 ; $ 2.101,12 ; $ 100,00 ;;
CREDITIA;CTIA-047;01/05/2022;4; $ 7.504,00 ; $ 2.101,12 ; $ 400,00 ; $ 1.701,12 ; $ -   ; $ -   ; $ -400,00 ; $ 7.504,00 ; $ 2.101,12 ; $ 100,00 ;;
CREDITIA;CTIA-047;01/06/2022;3; $ 7.504,00 ; $ 2.101,12 ; $ 300,00 ; $ 1.801,12 ; $ -   ; $ -   ; $ -300,00 ; $ 7.504,00 ; $ 2.101,12 ; $ 100,00 ;;
CREDITIA;CTIA-047AW;01/02/2022;114; $ 258.208,00 ; $ 72.298,24 ; $ 11.400,00 ; $ 60.898,24 ; $ 97.810,00 ; $ 27.386,80 ; $ 15.986,80 ; $ 160.398,00 ; $ 44.911,44 ; $ 100,00 ;;
CREDITIA;CTIA-047AW;01/03/2022;111; $ 96.694,00 ; $ 27.074,32 ; $ 11.100,00 ; $ 15.974,32 ; $ -   ; $ -   ; $ -11.100,00 ; $ 96.694,00 ; $ 27.074,32 ; $ 100,00 ;;
CREDITIA;CTIA-047AW;01/04/2022;115; $ 37.804,00 ; $ 10.585,12 ; $ 11.500,00 ; $ -914,88 ; $ 14.500,00 ; $ 4.060,00 ; $ -7.440,00 ; $ 23.304,00 ; $ 6.525,12 ; $ 100,00 ;;
CREDITIA;CTIA-047AW;01/05/2022;54; $ 48.504,00 ; $ 13.581,12 ; $ 5.400,00 ; $ 8.181,12 ; $ 10.700,00 ; $ 2.996,00 ; $ -2.404,00 ; $ 37.804,00 ; $ 10.585,12 ; $ 100,00 ;;
CREDITIA;CTIA-047AW;01/06/2022;18; $ 54.449,00 ; $ 15.245,72 ; $ 1.800,00 ; $ 13.445,72 ; $ 16.645,00 ; $ 4.660,60 ; $ 2.860,60 ; $ 37.804,00 ; $ 10.585,12 ; $ 100,00 ;;
CREDITIA;CTIA-047AWB;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWB;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWB;01/04/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWDC;01/02/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWDC;01/03/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWDC;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047AWDC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047B;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047B;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
CREDITIA;CTIA-047B;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
